text,label
"in that perspective, central banks could, for instance, issue their money in digital form, the so-called concept of central bank digital currency (cbdc).",Wait-and-See
"the latest survey suggests there is greater openness to issuing a cbdc than a year ago, and a few central banks report that they are moving forward with issuing a cbdc.",Pro-CBDC
"another consideration is whether a cbdc would reduce complexity in payments, improve end- to-end processing, or simplify recordkeeping.",Wait-and-See
"with regard to cross-border payments, it is important to consider what would be required in terms of cross-border cooperation for cbdcs to address current frictions and reduce costs.",Wait-and-See
it is also vital to consider the implications for the broader financial system of the issuance of a cbdc.,Wait-and-See
it is important to understand how the existing provisions of the federal reserve act with regard to currency issuance apply to the cbdc.,Wait-and-See
"while the legal framework is well-established with regard to the rights and protections for federal reserve notes in the current system, it is untested for new instruments such as cbdc and, more generally, other digital currencies.",Wait-and-See
these are some of the issues that would need to be addressed before deciding to issue a cbdc in the united states.,Wait-and-See
"in particular, we want to assess whether a central bank digital currency could serve a clear purpose for the public and support the ecb's objectives.",Wait-and-See
"on an operational level, this commitment will soon lead the bank, in close cooperation with market professionals, to conduct experiments with a view to integrating a cbdc into the procedures for exchanging tokenised assets.",Pro-CBDC
a cbdc could ensure that the public has continued access to a risk-free form of money issued by the central bank.,Pro-CBDC
"first, how great is public demand for a cbdc and how extensively and for what purpose would people want to use it?",Wait-and-See
"masayoshi amamiya: central bank digital currency and the future of payment and settlement systems remarks by mr masayoshi amamiya, deputy governor of the bank of japan, at the future of payments forum, tokyo, 27 february 2020.",Wait-and-See
"cbdc discussion in foreign central banks in a world where the environment surrounding the payment and settlement systems and money has been rapidly changing, what roles and functions will be expected for cbdc?",Wait-and-See
foreign central banks investigating the issuance of cbdc could be put into three groups.,Wait-and-See
"though details of the design are as yet unknown, according to information officially released up to now, the people's bank of china (pboc) clearly aims at issuing cbdc as a substitute for cash in circulation.",Pro-CBDC
"the need for cbdc is not necessarily increasing, as observed in the aforementioned countries.",Anti-CBDC
"issues regarding cbdc what, then, will be the roles and functions expected for cbdc, other than those discussed in these cases?",Wait-and-See
